user_id|session_id|vid_count|unique_vid_count|total_vid_view
89|267046|1|1|656
89|267048|4|4|1
89|267765|1|1|1
89|272747|4|2|1
89|279702|15|13|1
89|282685|3|3|3459
89|284994|1|1|12948
89|285099|1|1|1
89|285229|10|7|5781
89|285599|3|3|2427
89|285887|10|5|5416
89|286156|7|6|1
89|286260|3|2|3874
89|286351|3|3|2860
89|295152|6|5|1
89|296746|3|3|6536
89|297074|2|2|4084
89|299399|4|4|448
89|301932|1|1|1
89|305069|1|1|1
89|309409|1|1|73
89|319010|1|1|1
89|329170|5|4|3236
89|356167|16|15|1
89|356261|58|52|1
89|357030|27|26|4840
89|357160|1|1|1527
89|357442|2|2|2791
89|357560|3|3|2341
89|358444|11|11|1
89|358469|1|1|2425
89|374210|4|4|281
89|387311|6|1|173
89|393240|1|1|40
89|395350|3|3|234
94|231423|1|1|46
94|246387|1|1|1527
95|230928|4|3|1
95|234557|16|4|1
95|234765|8|2|1
95|235169|72|18|1
95|235426|12|3|1
95|235429|56|14|1
95|235441|4|1|1
95|238493|25|25|1
95|242686|9|1|1
95|243995|55|5|1491
95|244457|1|1|76
95|245012|2|1|301
95|245014|1|1|1
95|245015|101|23|1110
95|245111|43|8|883
95|245357|1|1|1
95|245408|77|17|1
95|245438|2|2|1152
95|245651|5|5|1
95|245949|222|49|1
95|246274|1|1|239
95|246477|24|6|382
95|247830|112|23|1
95|247943|1|1|1
95|247945|5|1|1
95|248002|1|1|1
95|248028|2|2|1
95|248252|1|1|1
95|248497|76|19|1
95|248608|5|5|1
95|248640|3|3|1
95|248674|197|43|1
95|248698|6|6|1
95|251137|5|1|1
95|251138|15|3|110
95|258439|1|1|1
95|264593|5|5|2202
95|264627|27|24|1
95|264668|13|12|1
95|295544|1|1|1
95|500910|4|1|1
95|500921|1|1|1
95|500970|3|3|1
95|501459|4|3|1
95|503951|1|1|1
98|228797|50|29|1
98|228853|73|65|1
98|229014|4|2|5339
98|229063|11|6|1
98|229093|18|6|1
98|229168|4|4|1
98|229215|1|1|1
98|230721|5|3|1
98|231395|1|1|16123
98|231845|1|1|1
98|231859|1|1|1
98|231878|50|28|1
98|231963|35|20|1
98|231976|11|8|12347
98|232016|7|5|7871
98|232030|17|11|1
98|232096|5|3|1
98|232116|5|5|1398
98|232127|14|9|1
98|232198|32|22|1
98|232247|9|6|1
98|232423|26|17|34052
98|232714|5|2|1
98|232737|1|1|7839
98|233172|3|2|5355
98|233189|10|5|25732
98|233372|11|7|36506
98|233597|1|1|36773
98|234548|2|2|2787
98|238316|1|1|16
98|249701|602|43|3895
99|318947|5|3|8881
100|228414|1|1|89
100|228795|5|3|1
100|229388|5|1|1
100|229558|39|3|1
100|232141|8|4|2013
100|232453|5|1|24397
100|233224|10|9|11781
100|233710|2|2|64
100|234651|13|6|3978
100|234890|23|15|2659
100|235269|3|3|1
100|235739|1|1|1
100|235806|27|22|1
100|235835|1|1|478
100|235918|107|92|14034
100|237316|1|1|1
100|238087|3|3|498
100|238089|20|2|1
100|238092|3|3|50
100|238625|6|6|695
100|239807|11|1|14920
100|239914|4|3|1
100|240121|1|1|388
100|240471|23|19|450
100|240914|11|7|21697
100|241018|9|6|1
100|241306|2|2|10742
100|241749|3|3|37
100|242009|2|2|1
100|242012|39|5|1
100|242019|14|3|1
100|243964|1|1|99
100|244766|1|1|488
100|244775|3|1|3080
100|244786|1|1|2897
100|244798|2|2|172
100|244866|3|2|1
100|245865|1|1|3619
100|246137|4|4|12416
100|249109|2|2|872
100|249539|10|1|1
100|256857|1|1|1
100|257059|1|1|1
100|258313|2|1|1
100|258959|1|1|10222
100|259414|1|1|1
100|259945|5|4|13372
100|260058|4|4|1
100|260152|2|2|598
100|260220|1|1|1
100|265445|1|1|547
100|269972|1|1|152
100|274256|1|1|36
100|280357|2|2|1
100|283606|1|1|179
100|283611|2|2|146
100|304766|1|1|1
100|312459|3|3|1
100|312500|2|2|1
100|312699|3|3|1
100|323247|1|1|18
100|325616|1|1|135
100|325867|1|1|1
100|327571|1|1|1
100|329987|4|4|1
100|330009|1|1|1
100|353748|2|2|1
100|360699|1|1|2954
100|407324|1|1|1
100|452088|2|2|1
100|452136|3|1|1
100|462857|1|1|89
104|437138|10|10|9166
104|437313|3|3|4945
104|437475|7|7|7042
104|437599|5|4|6032
104|438252|3|3|5201
104|438728|2|2|2452
105|230853|51|16|1
105|234859|13|5|1
105|235167|30|14|1
105|241064|19|4|1
105|241145|8|4|1
105|241326|11|6|1
105|241423|2|2|1
105|241534|12|10|1
105|241535|9|6|1
105|241536|14|5|1
105|242091|3|1|1
105|242371|1|1|1
105|242904|1|1|1
105|243168|4|4|1
105|243746|1|1|1
105|244682|1|1|1
105|245031|12|8|1
105|245331|4|1|1
105|247643|3|3|1
105|247768|3|3|1
105|247827|3|3|1
105|360684|1|1|1
105|360878|1|1|1
105|419190|3|2|1
105|419193|1|1|1
105|419194|2|1|1398
105|419219|1|1|1
105|419220|3|2|1
105|419316|29|21|15696
105|419399|2|1|1709
105|419401|11|4|12099
105|419405|31|25|11585
105|419449|2|2|1879
105|419455|2|2|3399
105|419465|8|7|4704
105|419468|4|4|4242
105|419476|8|8|5417
105|419478|8|8|11988
105|419500|1|1|50674
105|419578|7|6|3769
105|419584|11|9|11511
105|419595|9|6|8551
105|419631|2|2|1174
105|419635|1|1|1421
105|419641|6|6|7601
105|419644|12|12|7521
105|419684|6|6|4640
105|419687|6|6|1
105|419699|10|10|1
105|419787|8|6|3657
105|419792|4|4|4717
105|419799|6|6|4160
105|419807|4|4|5783
105|419815|6|5|8430
105|419845|6|5|5538
105|419853|6|6|5228
105|419858|5|4|4301
105|419872|6|6|1
105|419875|1|1|1
105|419911|6|6|1
105|420417|2|2|1161
105|420418|10|8|7501
105|420423|25|14|6674
105|420440|5|5|8103
105|420606|2|2|995
105|420608|15|12|13133
105|420611|13|13|13320
105|420673|4|3|6487
105|420682|2|2|5957
105|420764|9|8|7662
105|420783|3|3|5295
105|420809|1|1|1084
105|420816|4|2|5011
105|420817|1|1|5136
105|420844|1|1|1213
105|420850|1|1|1109
105|420852|2|2|1451
105|420867|1|1|1635
105|420868|2|2|1572
105|420905|4|2|2132
105|420907|3|1|1702
105|420911|2|2|3060
105|420914|3|3|2833
105|420931|1|1|1529
105|420933|3|3|1588
105|420939|1|1|1736
105|420940|1|1|1662
105|420953|1|1|1213
105|420954|2|2|1415
105|420963|1|1|1165
105|420969|1|1|4080
105|420992|3|1|758
105|421019|3|3|1503
105|421022|4|4|7538
105|421024|7|7|8658
105|421047|1|1|2646
105|421051|1|1|2631
105|421055|3|3|4093
105|421067|3|3|2844
105|421088|1|1|3144
105|421089|1|1|3921
105|421113|1|1|960
105|421118|2|2|695
105|421119|2|2|1346
105|421122|3|3|1437
105|421129|1|1|1375
105|421136|4|4|1521
105|421143|1|1|2443
105|421170|1|1|3786
105|421187|2|2|1328
105|421201|1|1|364
105|421204|2|2|1469
105|421205|3|3|1816
105|421210|2|2|912
105|421215|2|2|1832
105|421223|2|2|1
105|421264|4|2|892
105|421266|2|2|1005
105|421267|3|3|626
105|421268|2|1|1083
105|421269|4|4|939
105|421273|2|2|2491
105|421274|5|5|3086
105|421297|1|1|843
105|421300|1|1|212
105|421301|1|1|1584
105|421302|4|4|1838
105|421308|2|2|4287
105|421310|5|5|4074
105|421325|1|1|1388
105|421326|2|2|1357
105|421330|1|1|676
105|421331|1|1|739
105|421332|1|1|1202
105|421333|2|2|1529
105|421339|3|2|5559
105|421342|3|3|5381
105|421364|1|1|352
105|421366|1|1|179
105|421367|1|1|1716
105|421369|3|3|1832
105|421377|1|1|618
105|421378|1|1|612
105|421380|1|1|1325
105|421386|2|2|1168
105|421402|1|1|1520
105|421403|2|2|1
105|421682|5|4|3712
105|421693|4|3|5556
105|421707|5|4|6518
105|421729|2|2|2655
105|421736|1|1|590
105|421737|1|1|744
105|421744|1|1|629
105|421745|1|1|631
105|421749|2|2|807
105|421750|1|1|771
105|421755|1|1|1278
105|421756|2|2|1327
105|421760|1|1|11531
105|421810|7|5|3293
105|421816|5|5|3206
105|421836|1|1|503
105|422097|6|4|1
105|422104|4|4|1
105|424527|7|2|1
105|424541|13|11|1
105|424695|9|7|1
105|425131|5|5|1
105|425691|2|1|1
105|426081|8|8|1
105|426602|14|6|1
105|426679|1|1|9551
105|426691|31|13|1
105|427607|9|9|1
105|427671|14|9|15886
105|427675|7|6|16518
105|427738|7|7|4579
105|427745|16|16|1
105|427759|12|12|10346
105|427800|13|10|15350
105|427880|12|6|10300
105|427961|6|4|3903
105|427971|9|9|27816
105|428019|9|9|1
105|428415|42|35|1
105|428711|13|11|1
105|429084|14|12|1
105|434226|42|24|1
105|434799|8|5|1
108|361395|54|38|1
108|367439|3|3|1
112|229935|1|1|1102
112|237088|2|2|665
114|228291|2|2|1
114|228445|5|5|714
114|228459|1|1|1
114|228553|1|1|1
114|228568|7|3|1
114|228681|1|1|1
114|229059|1|1|1
114|230951|3|3|5329
114|234798|1|1|1
114|244706|1|1|1
114|244930|1|1|1
114|245492|5|3|1
114|245738|1|1|1
114|247145|1|1|1
114|256191|3|2|1
114|295065|1|1|1
114|320434|1|1|2283
118|428070|6|5|1
118|428507|13|8|1
118|428673|1|1|1
118|428675|1|1|1
118|428676|1|1|1
118|428677|1|1|1
118|428767|1|1|1
118|428770|23|14|1
118|429467|8|8|1
118|430057|4|4|1
118|430346|4|4|1
118|430981|1|1|1
118|550334|3|3|10146
118|550379|1|1|1
118|555373|1|1|6479
118|555400|1|1|4387
118|555415|1|1|3135
118|555427|1|1|2703
118|555432|1|1|1
118|555536|1|1|10574
118|555586|1|1|1
118|556021|2|1|1
120|233933|3|3|1
120|241334|1|1|539
120|242246|15|14|6249
120|244848|6|5|1399
125|245288|3|3|1
125|245291|8|7|1
130|230796|5|5|1
131|234329|1|1|1
131|242193|4|4|917
131|306258|1|1|1
131|307192|1|1|1
140|291360|5|5|1
144|278333|1|1|1
148|344532|1|1|1
148|345567|5|4|1
150|450813|3|2|1
150|460281|1|1|1
150|474771|3|1|1
150|475018|5|4|1
150|476146|7|5|14566
150|548297|5|5|7307
150|548334|2|1|1
150|549424|1|1|1
150|550331|1|1|1
150|550603|4|3|1
154|252305|17|16|1
154|252411|14|13|1
154|254095|4|3|1
154|282389|2|2|1
154|297479|8|6|1
154|322402|9|9|1
154|437639|1|1|1
154|437646|14|11|1
154|542589|4|4|1
154|542671|11|1|1
154|542672|108|7|1
160|305046|1|1|1
161|458438|1|1|37
161|458445|1|1|1
165|287365|1|1|1
165|315327|1|1|92
165|575034|11|6|1
177|228257|1|1|1
177|228434|47|34|1
177|228448|13|10|1
177|228539|10|9|1
177|228560|20|17|8130
177|228652|16|14|1
177|228653|31|24|9920
177|228655|1|1|525
177|228736|25|25|22828
177|228815|10|10|1
177|228828|7|4|1
177|228829|3|2|1
177|228830|5|5|4776
177|228890|12|9|9216
177|228900|1|1|65
177|228901|22|19|1
177|229554|1|1|347
177|229836|2|2|1490
177|229844|2|1|1
177|230180|1|1|1
177|234139|40|34|18791
177|236579|2|2|1
177|237485|90|76|32179
177|238703|12|12|8250
177|238712|8|8|1
177|238718|5|5|1
177|238842|8|7|6183
177|239099|1|1|1355
177|239202|8|8|1982
177|252693|2|2|1
177|257421|4|3|4212
177|257516|2|2|1
177|257518|32|24|6921
177|268139|21|14|11069
177|268148|2|1|468
177|268925|14|14|10049
177|274071|4|3|1
177|277075|1|1|1
177|280327|1|1|248
177|427965|2|2|1
180|361086|1|1|215
180|361280|5|4|6873
180|361529|5|5|9005
180|361991|9|5|7292
180|362541|6|5|11242
180|362812|7|5|5444
180|363065|4|4|6637
180|363283|10|7|8052
180|363636|12|12|7842
180|364024|8|8|10231
180|364270|9|9|5730
180|364497|13|12|12396
180|364738|1|1|1797
180|365474|7|6|10925
180|365769|3|3|5722
180|383456|1|1|559
193|234797|2|2|3019
193|235314|10|6|33456
193|236480|3|3|3190
193|236578|4|3|2754
193|261354|10|10|6917
208|230137|4|3|1
208|232783|8|4|1
212|228927|3|2|1
212|228955|5|2|1
212|229012|1|1|1
212|229053|2|2|2745
212|229110|6|5|1
212|229143|3|1|1
212|229202|3|3|1
212|229360|3|1|1
212|229566|7|5|1
212|229670|6|5|27573
212|229741|5|4|1
212|229789|9|5|86401
212|230034|3|2|1
212|230100|5|4|16945
212|230382|2|2|28088
212|230490|6|5|6175
212|230508|6|4|1
212|230538|7|5|24894
212|239606|3|3|1023
212|242862|2|1|1
212|243206|4|1|1
212|243364|1|1|1
212|248769|3|1|3179
212|248932|2|1|223
212|248934|1|1|1927
212|248988|1|1|10192
212|249284|11|1|1
212|249973|2|1|1
212|250018|3|2|1
212|250070|2|1|1
212|250092|2|2|1
212|250211|1|1|1
212|251229|1|1|1
212|251319|1|1|1
212|251382|2|2|9725
212|268581|1|1|1
212|268818|5|1|1
212|268954|6|4|1
212|269056|8|7|43761
212|269136|9|4|1
212|269166|4|4|45902
212|269361|13|9|1
212|269587|18|12|1
212|269728|2|1|1
212|301768|1|1|1
212|428061|3|1|17337
212|428190|1|1|4361
212|428413|1|1|6677
212|448298|4|3|22261
212|450949|3|2|2136
212|451498|1|1|8349
212|452034|1|1|85174
212|452276|10|7|86401
212|452430|11|2|1
212|453027|1|1|1
212|453357|4|4|82461
212|453760|10|5|86401
212|457519|8|1|286
212|461063|2|1|14706
218|514624|3|3|86401
218|535462|2|1|1
218|540958|3|2|1
218|543747|3|3|1
226|257658|3|2|1
230|240986|2|1|460
230|264542|1|1|1
236|230663|1|1|1
239|250257|1|1|1
239|282464|2|2|3620
240|237685|1|1|1
240|237688|1|1|1
240|237690|10|4|1
240|237692|3|1|1
240|237969|1|1|23707
240|238047|1|1|1
240|238049|1|1|4764
240|238050|1|1|1
240|238068|6|1|1
240|238073|1|1|1
240|238074|1|1|1
240|238077|1|1|1
240|238150|3|2|1
240|238748|1|1|1
240|238750|1|1|1
240|238751|1|1|1
240|238752|2|1|1
240|238760|4|1|1
240|238767|1|1|1
240|238770|1|1|1
240|241991|1|1|16
240|242020|16|2|1
240|251199|2|2|1
248|281892|2|2|1
251|244727|15|8|1
251|271485|1|1|1
251|428610|19|16|1
251|511113|16|12|1
251|511446|50|43|1
251|512720|4|4|1
251|512993|20|17|1
255|463987|5|2|1
255|464000|1|1|1
255|464033|1|1|1
255|475415|1|1|1
255|476138|5|3|1
255|476162|21|18|1
255|476383|5|3|1
261|268950|5|4|1
261|429162|1|1|1
261|429179|7|6|1
261|443331|2|2|1
261|514179|2|1|1
261|514184|17|9|1
261|526952|5|3|1
261|528478|4|1|1
261|528483|2|1|1
261|529489|3|2|1
261|529582|8|5|1
261|529812|3|2|1
261|529816|7|5|1
261|529928|2|2|1
261|529993|1|1|1
261|529995|1|1|1
261|530192|2|2|1
261|531115|3|2|1
261|531269|11|8|1
263|231993|8|6|1
263|258891|1|1|1
263|439721|6|3|1
263|439781|3|2|1
263|439858|4|2|1
263|440014|10|5|1
263|440543|3|2|1
263|440564|3|2|1
263|441590|3|1|1
263|441595|9|6|1
263|441940|5|2|1
263|443295|9|6|1
263|443474|2|2|1
263|443605|3|2|1
263|443730|1|1|1
263|443732|7|3|1
263|443750|7|2|1
263|443864|5|3|1
263|444027|3|1|1
263|444832|1|1|1
