user_id|session_id|link_count|unique_link_count|session_duration_in_s|vid_count|unique_vid_count|total_vid_view
100465|312262|3|3|19213|312262|1|19193
100465|312406|2|2|132|312406|1|1
100465|313146|3|3|4928|313146|1|4908
100465|313535|3|3|1749|313535|1|1729
100465|314142|4|4|6338|314142|1|6316
100465|314935|10|8|7672|314935|2|7652
100465|315360|4|4|4812|315360|2|4792
100465|315760|2|2|22|315760|1|1
100465|315794|8|8|11175|315794|2|11155
100465|316369|3|3|9092|316369|1|9072
100465|316712|3|3|4062|316712|1|4042
100465|316955|3|3|4751|316955|1|4731
100465|317769|3|3|5366|317769|1|5346
100465|317991|7|7|4508|317991|1|4488
100465|318197|3|3|4366|318197|1|4346
100465|319594|8|8|5661|319594|2|5641
100465|320459|3|3|558|320459|1|538
100465|320844|4|4|5106|320844|2|5086
100465|321075|9|9|6164|321075|3|6144
100465|321391|4|4|5505|321391|2|5485
100465|322244|5|5|20485|322244|3|20465
100465|324080|8|8|1524|324080|2|1504
100465|325432|5|5|6805|325432|3|6785
100465|326311|3|3|4529|326311|1|4510
100465|327126|3|3|1667|327126|1|1647
100465|327273|5|5|3063|327273|3|3043
100465|327373|7|7|4140|327373|1|4121
100465|327540|3|3|2093|327540|1|2073
100465|327565|5|5|1461|327565|2|1442
100465|327638|4|4|7664|327638|2|7644
100465|328232|9|9|7453|328232|6|7433
100465|328675|3|3|2766|328675|1|2746
100465|328752|3|3|2452|328752|1|2432
100465|328791|5|5|2625|328791|3|2605
100465|328996|8|7|58372|328996|5|58352
100465|329091|4|4|1802|329091|3|1
100465|329256|5|5|4876|329256|3|4856
100465|329371|5|4|3756|329371|2|3735
100465|329524|5|4|7948|329524|2|7928
100465|329574|4|4|3615|329574|2|3595
100465|329640|3|3|4543|329640|1|4523
100465|329800|6|6|3618|329800|3|3598
100465|329874|5|4|2101|329874|1|2079
100465|329913|3|3|6203|329913|1|6183
100465|330075|3|3|1782|330075|1|1762
100465|330120|6|6|3868|330120|4|3848
100465|330395|3|3|1101|330395|1|1081
100465|342131|8|8|1418|342131|2|1399
100465|342208|4|4|5461|342208|2|5441
100465|343012|5|5|5138|343012|4|1
100465|343233|2|2|27|343233|1|1
100465|344330|3|3|3364|344330|1|3344
100465|344381|5|5|4493|344381|3|4473
100465|346435|6|5|2390|346435|3|2370
100465|347705|3|3|26|347705|1|1
100465|347950|9|9|427|347950|2|408
100465|347956|3|3|5654|347956|1|5634
100465|357021|3|3|2375|357021|1|2355
100465|378954|7|6|10768|378954|3|10749
100475|229357|6|4|58|229357|1|1
100475|251511|3|3|30|251511|1|1
100479|257865|8|7|1633|257865|3|1613
100479|257868|18|6|86421|257868|5|1
100483|227989|9|7|1027|227989|2|1007
100483|228251|11|7|1237|228251|2|2080
100483|228312|5|4|610|228312|2|781
100483|228493|6|5|1621|228493|3|1602
100483|228599|5|4|795|228599|2|1101
100483|228916|5|4|2303|228916|1|2283
100483|229087|6|4|961|229087|1|942
100483|229184|4|4|605|229184|1|585
100483|229267|8|7|2322|229267|1|2302
100483|229448|6|5|1705|229448|2|1685
100483|229791|14|12|3195|229791|8|3177
100483|229888|3|3|33|229888|1|1
100483|230001|9|6|1452|230001|3|1432
100483|230090|6|5|1623|230090|3|1603
100483|230215|5|4|778|230215|1|758
100483|230306|4|4|539|230306|1|519
100483|230437|9|5|869|230437|2|850
100483|230620|6|6|252|230620|1|232
100483|230651|16|11|1929|230651|1|1909
100483|230658|6|5|1087|230658|4|1067
100483|230735|6|4|1808|230735|2|1
100483|230989|4|4|1670|230989|1|1651
100483|230995|5|4|478|230995|1|458
100483|231070|6|5|899|231070|2|879
100483|231173|15|10|1119|231173|1|1099
100483|231276|15|12|1693|231276|1|1673
100483|231390|12|10|2452|231390|2|2432
100483|231506|9|8|2744|231506|2|2724
100483|231751|13|9|2903|231751|3|2883
100483|231844|9|7|4418|231844|5|4398
100483|231922|8|5|2780|231922|1|2760
100483|232129|3|3|1006|232129|1|1
100483|232133|14|10|2501|232133|4|2481
100483|232256|17|15|2623|232256|4|2604
100483|232345|4|4|2463|232345|2|2443
100483|232507|4|4|2516|232507|1|2496
100483|232589|12|11|2105|232589|2|2086
100483|232810|13|12|1356|232810|1|1336
100483|232831|13|11|1630|232831|2|1610
100483|232843|5|4|4104|232843|1|4084
100483|232873|16|12|3201|232873|3|3181
100483|232906|7|6|1846|232906|4|1826
100483|232989|5|4|2828|232989|1|2808
100483|235302|5|4|1191|235302|1|1172
100483|235353|22|16|1241|235353|2|1224
100483|235416|7|6|3006|235416|2|2987
100483|235569|9|7|2422|235569|3|2402
100483|235839|25|19|1396|235839|3|1376
100483|236053|12|10|2142|236053|3|2122
100483|236143|13|12|513|236143|3|494
100483|236159|5|5|1713|236159|5|1693
100483|236329|9|6|1774|236329|3|1754
100483|236685|6|4|1055|236685|1|1035
100483|236848|9|9|1612|236848|2|1592
100483|236994|5|4|868|236994|1|848
100483|237135|3|3|537|237135|1|517
100483|237297|7|5|1145|237297|2|1125
100483|237419|14|13|1398|237419|2|1378
100483|237540|4|3|1312|237540|1|1292
100483|237673|3|3|371|237673|1|351
100483|237729|3|3|744|237729|2|724
100483|237816|4|3|2532|237816|1|2512
100483|238771|11|9|1578|238771|3|1559
100483|239008|5|4|757|239008|1|737
100483|239160|10|8|985|239160|4|966
100483|239178|7|6|263|239178|4|243
100483|239473|9|7|3035|239473|4|3016
100483|239535|11|9|1400|239535|2|1380
100483|239595|6|5|2136|239595|3|2116
100483|239651|7|5|2235|239651|3|2215
100483|239700|5|4|1047|239700|2|1027
100483|239748|7|7|1269|239748|3|1250
100483|239909|8|5|688|239909|1|669
100483|239958|4|4|523|239958|1|503
100483|239982|4|4|200|239982|1|180
100483|240012|5|5|1468|240012|4|1448
100483|240379|4|4|2200|240379|5|2181
100483|240400|9|6|2354|240400|5|2335
100483|240530|8|5|3713|240530|13|3693
100483|242504|4|4|1925|242504|2|1905
100483|242571|6|4|1346|242571|3|1326
100483|242620|5|4|2206|242620|2|2186
100483|242713|4|4|3451|242713|4|3431
100483|242898|4|4|499|242898|1|479
100483|243248|5|4|2158|243248|2|2138
100483|243486|10|8|4173|243486|4|4155
100483|244227|12|10|1223|244227|1|1203
100483|246717|8|7|406|246717|3|386
100483|246737|4|4|2625|246737|1|2605
100483|247269|9|9|1110|247269|2|1090
100483|247416|20|14|866|247416|1|846
100483|247452|4|4|3407|247452|5|3388
100483|247473|5|5|3528|247473|2|3508
100483|247754|13|11|1702|247754|2|1683
100483|247810|9|9|1982|247810|1|1962
100483|252391|4|4|370|252391|1|350
100483|252498|6|5|1725|252498|4|1705
100483|252599|8|5|1451|252599|2|1431
100483|252637|10|9|1450|252637|2|1431
100483|252739|20|12|2208|252739|3|2186
100483|252853|8|8|1694|252853|3|1674
100483|252997|7|7|1544|252997|3|1524
100483|253066|11|11|594|253066|1|574
100483|253142|21|14|2057|253142|4|2037
100483|253164|3|3|2369|253164|4|2349
100483|253175|5|5|359|253175|1|1
100483|253179|15|11|2986|253179|7|2967
100483|253209|4|4|2515|253209|9|2495
100483|253236|9|8|1869|253236|5|1849
100483|253311|5|5|83|253311|1|64
100483|253410|3|3|3349|253410|4|3329
100483|253549|14|10|1281|253549|4|1261
100483|258309|5|4|711|258309|2|691
100483|400402|4|3|95|400402|1|76
100483|400414|7|6|510|400414|2|490
100483|400437|10|7|2722|400437|1|2702
100483|400489|3|3|2481|400489|1|2461
100483|400527|3|3|2688|400527|2|2668
100483|400580|3|3|2832|400580|1|2812
100483|400603|3|3|2346|400603|2|2326
100483|400785|3|3|2772|400785|1|2753
100483|400897|3|3|3246|400897|2|3226
100483|401002|3|3|1235|401002|1|1215
100483|401163|7|7|1031|401163|2|1011
100483|401217|3|3|1589|401217|1|1569
100483|401368|3|3|1885|401368|1|1865
100483|401592|3|3|3105|401592|1|3085
100483|401883|6|6|2726|401883|2|2706
100483|401955|3|3|2189|401955|1|2170
100483|402084|3|3|2217|402084|2|2197
100483|402176|3|3|3150|402176|3|3130
100483|402271|3|3|3719|402271|1|3700
100483|402378|3|3|2454|402378|1|2434
100483|402456|3|3|1893|402456|3|1873
100483|402592|3|3|1448|402592|1|1428
100483|402750|3|3|2332|402750|2|2312
100483|402889|3|3|2321|402889|3|2301
100483|403018|3|3|1011|403018|1|991
100483|403032|3|3|1263|403032|2|1244
100483|403406|3|3|2893|403406|2|2874
100483|403546|5|4|1025|403546|3|995
100483|403679|3|3|1590|403679|2|1570
100483|403815|3|3|522|403815|1|502
100483|403944|5|4|1480|403944|3|1461
100483|404043|3|3|339|404043|1|319
100483|404147|3|3|2683|404147|1|2663
100483|404258|3|3|1602|404258|2|1582
100483|404338|3|3|2775|404338|1|2755
100483|404422|3|3|1618|404422|2|1598
100483|404709|3|3|2905|404709|1|2885
100483|404809|3|3|2945|404809|2|2926
100483|404947|3|3|2484|404947|1|2464
100483|405272|3|3|2297|405272|1|2277
100483|405411|2|2|22|405411|1|1
100483|405529|3|3|2785|405529|2|2765
100483|405641|3|3|863|405641|1|844
100483|405786|5|5|2553|405786|1|2533
100483|405917|3|3|819|405917|2|799
100483|406358|3|3|1829|406358|1|1809
100483|406522|3|3|1597|406522|2|1577
100483|406664|3|3|2016|406664|1|1996
100483|406768|3|3|1657|406768|2|1637
100483|406860|2|2|23|406860|1|1
100483|407100|3|3|2248|407100|2|2228
100483|407280|3|3|3041|407280|1|3022
100483|407374|3|3|1219|407374|2|1199
100483|407813|4|3|2735|407813|1|2711
100483|417840|3|3|1368|417840|1|1349
100483|417944|3|3|5624|417944|2|5605
100483|418135|3|3|3684|418135|1|3664
100483|418230|3|3|2535|418230|1|2515
100483|418338|3|3|7282|418338|1|7262
100483|418562|3|3|2656|418562|2|2636
100483|419099|3|3|3069|419099|1|3050
100483|419328|3|3|3837|419328|1|3817
100483|419547|4|3|108|419547|1|1
100483|419663|4|4|1801|419663|2|1781
100483|419797|3|3|3717|419797|1|3698
100483|420027|3|3|2837|420027|1|2817
100483|420328|3|3|339|420328|1|320
100483|420635|3|3|2874|420635|1|2854
100483|420734|3|3|4838|420734|2|4818
100483|420932|3|3|2938|420932|2|2918
100483|421046|2|2|23|421046|1|1
100483|421436|3|3|3454|421436|1|3435
100483|421662|3|3|2021|421662|1|2002
100483|422036|3|3|1851|422036|1|1831
100483|422706|3|3|968|422706|1|948
100483|422827|3|3|2445|422827|1|2425
100483|423095|3|3|1951|423095|1|1932
100483|423243|3|3|1447|423243|3|1427
100483|423482|3|3|798|423482|1|778
100483|423607|3|3|1531|423607|1|1511
100483|423792|3|3|1073|423792|3|1054
100483|424095|5|5|890|424095|1|871
100483|424702|3|3|2630|424702|1|2610
100483|425127|3|3|3086|425127|3|3066
100483|425369|7|7|1364|425369|1|1344
100483|425725|6|4|1449|425725|1|1432
100483|426123|3|3|1381|426123|1|1362
100483|426259|3|3|3484|426259|1|3465
100483|426881|3|3|2214|426881|1|2194
100483|427232|3|3|4037|427232|3|4017
100483|427455|3|3|2102|427455|1|2084
100483|427642|3|3|1018|427642|1|998
100483|427749|3|3|2970|427749|1|2950
100483|428205|3|3|1798|428205|1|1778
100483|429129|3|3|3353|429129|1|3334
100483|429358|3|3|4048|429358|1|4028
100483|429938|3|3|2764|429938|1|2745
100483|430386|3|3|3982|430386|1|3962
100483|430880|4|4|1257|430880|2|1238
100483|431223|4|4|1016|431223|1|996
100483|431845|3|3|1063|431845|1|1043
100483|431958|8|8|5055|431958|2|5035
100483|432336|3|3|3860|432336|1|3840
100483|432651|8|8|2259|432651|1|2240
100483|433000|12|10|3353|433000|1|3333
100483|433365|7|6|1463|433365|1|1444
100483|434064|3|3|1326|434064|1|1306
100483|434196|3|3|5882|434196|2|5864
100483|434539|5|4|3740|434539|3|3720
100483|434885|2|2|77|434885|1|1
100483|434894|2|2|24|434894|1|1
100483|435177|4|3|1318|435177|2|1298
100483|435454|3|3|1632|435454|1|1613
100483|436188|3|3|6349|436188|3|6332
100483|436382|2|2|23|436382|1|1
100483|436496|6|4|5107|436496|1|5087
100483|436812|3|3|4888|436812|1|4868
100483|437113|3|3|4220|437113|1|4200
100483|437421|3|3|4671|437421|2|4652
100483|438008|3|3|2045|438008|1|2025
100483|438140|3|3|3339|438140|2|3319
100483|438382|5|5|5701|438382|1|5681
100483|438649|7|7|1922|438649|1|1904
100483|438872|4|4|2511|438872|1|2493
100483|439175|2|2|23|439175|1|1
100483|439857|2|2|23|439857|1|1
100483|440140|5|5|1278|440140|1|1259
100483|440363|8|8|6988|440363|1|6968
100483|440581|3|3|2244|440581|1|2225
100483|440817|3|3|2683|440817|1|2663
100483|440993|20|10|679|440993|1|659
100483|441038|3|3|65|441038|1|1
100483|441407|10|7|6914|441407|5|6894
100483|441715|5|5|1309|441715|2|1290
100483|442281|3|3|1017|442281|1|997
100483|442577|5|4|1363|442577|2|1343
100483|443471|5|4|978|443471|2|958
100483|443499|11|9|1234|443499|2|1214
100483|443821|4|4|3767|443821|2|3748
100483|444113|4|4|4219|444113|1|4200
100483|444447|3|3|31|444447|1|1
100483|444811|3|3|7432|444811|1|7413
100483|445086|2|2|23|445086|1|1
100483|445597|6|4|3668|445597|4|3648
100483|445621|3|3|1539|445621|2|1522
100483|446522|3|3|1638|446522|2|1618
100483|446641|3|3|1445|446641|1|1425
100483|447086|2|2|23|447086|1|1
100483|447339|2|2|23|447339|1|1
100483|447628|3|3|5079|447628|2|5060
100483|447903|2|2|23|447903|1|1
100483|448174|2|2|23|448174|1|1
100483|448794|4|4|2334|448794|2|2316
100483|449076|2|2|22|449076|1|1
100483|449460|5|4|4345|449460|2|4325
100483|449822|2|2|23|449822|1|1
100483|450143|2|2|23|450143|1|1
100483|450343|3|3|1136|450343|1|1116
100483|450964|2|2|23|450964|1|1
100483|451279|3|3|7159|451279|1|7139
100483|453182|3|3|2249|453182|2|2229
100483|453541|3|3|3602|453541|1|3582
100483|453938|4|4|512|453938|1|493
100483|454329|3|3|1611|454329|1|1591
100483|454565|4|4|1780|454565|2|1760
100483|455172|3|3|1630|455172|1|1610
100483|455263|16|8|1841|455263|2|1821
100483|455587|2|2|61|455587|1|1
100483|455962|3|3|2638|455962|1|2619
100483|456261|14|11|3289|456261|3|3272
100483|456326|5|5|460|456326|1|441
100483|456737|3|3|3950|456737|1|3931
100483|457000|3|3|1065|457000|2|1045
100483|457351|3|3|755|457351|1|735
100483|457708|8|8|4823|457708|1|4803
100483|457836|4|4|1280|457836|1|1260
100483|458137|3|3|544|458137|1|524
100483|458506|3|3|1194|458506|1|1174
100483|458581|3|3|1270|458581|2|1251
100483|458888|3|3|4317|458888|1|4297
100483|459289|3|3|1638|459289|1|1618
100483|460077|3|3|6995|460077|2|6975
100483|460429|2|2|23|460429|1|1
100483|460545|3|3|1659|460545|2|1639
100483|460797|2|2|23|460797|1|1
100483|461121|3|3|4778|461121|1|4758
100483|461485|3|3|687|461485|2|667
100483|461746|2|2|22|461746|1|1
100483|477045|8|7|3683|477045|3|3663
100483|477119|5|5|762|477119|1|742
100483|477323|3|3|2919|477323|1|2899
100483|477605|2|2|23|477605|1|1
100483|478254|2|2|22|478254|1|1
100483|478258|3|3|6984|478258|2|6965
100483|478500|3|3|5068|478500|2|5048
100483|478732|3|2|28|478732|2|1
100483|478950|3|3|3468|478950|2|3448
100483|479202|3|3|2938|479202|1|2919
100483|479346|2|2|22|479346|1|1
100483|479498|3|3|7956|479498|3|7936
100483|479742|3|3|7269|479742|1|7250
100483|479950|22|10|6578|479950|1|6558
100483|480209|5|4|641|480209|2|621
100483|480214|8|7|4897|480214|1|4877
100483|480453|6|4|3420|480453|1|3400
100483|480659|3|3|4888|480659|1|4869
100483|480779|3|3|7202|480779|1|7182
100483|480932|4|4|3091|480932|2|3071
100483|481138|3|3|5708|481138|2|5688
100483|481436|3|3|5234|481436|1|5214
100483|481682|5|5|3212|481682|2|3193
100483|481942|7|6|4831|481942|1|4811
100483|482195|10|9|4680|482195|1|4660
100483|482383|5|5|6823|482383|1|6803
100483|482551|5|5|3264|482551|1|3244
100483|482785|3|3|1564|482785|1|1545
100483|483014|3|3|4260|483014|1|4241
100483|483267|7|4|7468|483267|2|7448
100483|483550|2|2|23|483550|1|1
100483|483873|3|3|5359|483873|1|5340
100483|484112|2|2|22|484112|1|1
100483|494494|4|3|35|494494|1|1
100495|240514|2|2|59|240514|1|1
100495|241153|2|2|5448|241153|1|1
100495|262756|2|2|24|262756|1|1
100495|263142|4|4|13361|263142|2|1
100497|235722|3|3|39|235722|1|1
100497|239605|2|2|49|239605|1|1
100497|239607|3|2|123|239607|1|1523
100511|266989|19|12|2950|266989|28|1
100511|267009|13|9|6076|267009|13|81814
100511|267190|41|10|86421|267190|26|1
100512|271020|4|4|435|271020|1|1
100518|279514|28|20|7608|279514|1|1
100523|289603|12|11|676|289603|2|656
100523|291425|6|6|8242|291425|4|1
100536|258527|24|12|9979|258527|6|1
100550|240760|5|5|465|240760|1|1
100550|317605|47|18|8691|317605|2|1
100550|317633|8|4|26072|317633|4|1
100550|317800|3|3|28|317800|6|1
100550|317861|15|4|52956|317861|14|1
100550|318244|3|3|48|318244|3|1
100550|318853|7|4|13313|318853|11|1
100550|320582|8|7|26781|320582|11|1
100550|320682|4|3|36|320682|4|1
100550|320738|3|3|26|320738|1|1
100550|322155|5|4|49|322155|3|1
100550|323746|18|7|7369|323746|2|1
100551|227977|7|5|1518|227977|2|1
100551|227984|5|5|1112|227984|3|1
100551|227999|6|6|1563|227999|3|1
100551|228014|5|5|1828|228014|2|1
100551|228024|5|5|502|228024|2|1
100551|229506|14|10|93|229506|8|1
100551|234524|6|5|35|234524|1|1
100551|235053|13|8|86421|235053|3|1
100551|241532|9|7|1813|241532|15|16674
100551|241568|9|5|1597|241568|4|1
100551|241635|4|4|5875|241635|11|6108
100551|241653|12|11|12090|241653|8|1
100551|241709|5|5|1522|241709|11|2260
100551|241715|8|5|2665|241715|9|1
100551|241768|9|7|11369|241768|20|1
100551|241857|4|4|7630|241857|15|79043
100551|241916|5|5|18956|241916|7|1
100551|242035|7|6|1864|242035|8|1
100551|242077|5|4|9060|242077|17|1
100551|242315|3|3|577|242315|3|86401
100551|242364|6|5|13652|242364|9|1
100551|242673|11|5|6332|242673|17|1
100551|242730|8|6|26529|242730|7|1
100551|242826|6|5|1641|242826|8|1
100551|242908|2|2|22|242908|1|1
100551|243268|10|4|20532|243268|10|1
100551|243326|2|2|23|243326|4|1
100551|243419|5|3|8748|243419|6|1
100551|243560|8|3|19854|243560|9|1
100551|243865|2|2|36|243865|4|1
100551|244382|4|4|7276|244382|6|1
100551|245323|2|2|21|245323|2|1
100551|245859|2|2|22|245859|4|1
100551|246591|5|4|30|246591|1|1
100551|247396|3|2|5306|247396|1|1
100551|247567|10|9|17088|247567|11|1
100551|247745|4|4|2231|247745|5|1
100551|281156|18|11|6859|281156|2|1
100551|343633|80|20|86421|343633|32|86401
100551|510916|22|11|5346|510916|7|1
100551|511109|12|10|66974|511109|22|1
100560|282290|2|2|36|282290|2|1
100570|292317|24|16|18337|292317|11|18317
100570|292390|3|3|24057|292390|4|24037
100570|292479|5|3|8901|292479|11|8877
100570|292562|4|3|13399|292562|5|13377
100570|293848|7|6|21720|293848|4|21700
100570|294006|7|5|12214|294006|2|12192
100570|294270|11|7|8511|294270|4|8491
100570|294375|5|4|10946|294375|2|10926
100570|294678|10|7|10367|294678|4|10347
100570|295064|6|5|12019|295064|2|11999
100570|296868|3|3|19441|296868|3|19421
100570|300057|3|3|10082|300057|8|10062
100572|265375|19|10|1834|265375|5|1811
100572|266189|2|2|32|266189|27|1
100572|266534|3|3|795|266534|4|1
100572|266860|2|2|24|266860|8|1
100582|367913|4|4|15932|367913|5|15912
100582|368004|4|4|4828|368004|6|4808
100582|368016|4|4|8128|368016|12|8108
100582|368058|22|10|18090|368058|26|18070
100582|368164|4|4|12448|368164|11|12428
100582|368197|6|6|2357|368197|5|2337
100582|368266|4|4|750|368266|4|731
100582|369318|9|6|792|369318|1|772
100583|229303|30|19|45831|229303|8|1
100583|230805|252|160|15727|230805|122|15850
100583|230967|39|23|32849|230967|13|1
100583|231006|38|20|19181|231006|9|1
100583|235421|14|11|1245|235421|1|1
100583|235888|47|22|47865|235888|5|1
100583|250796|23|12|10782|250796|2|1
100583|252496|33|13|691|252496|4|1
100583|252499|28|7|1227|252499|4|1
100583|253249|45|21|85411|253249|4|1
100583|276414|54|31|86421|276414|9|1
100583|283550|9|6|764|283550|1|1
100602|249862|6|3|101|249862|2|1
100602|249863|2|2|27|249863|1|1
100606|232548|7|6|718|232548|2|1
100622|265557|2|2|22|265557|2|1
100622|347380|12|10|78959|347380|2|1
100625|231330|162|85|21716|231330|2|21696
100625|231435|4|4|96|231435|1|77
100626|236204|45|22|11694|236204|4|1
100632|246898|3|3|250|246898|1|1
100644|230776|5|4|102|230776|1|1
100646|228692|4|4|1237|228692|1|1
100646|228943|6|6|2406|228943|2|2386
100646|240160|19|11|357|240160|2|474
100646|240162|6|4|2640|240162|4|2621
100646|240209|3|3|13486|240209|1|13772
100646|240755|3|3|37|240755|9|1
100646|246036|8|6|180|246036|1|160
100646|250219|8|6|3715|250219|3|1
100646|252181|5|5|22658|252181|8|22638
100646|252478|4|4|22788|252478|7|22768
100646|252732|4|4|23244|252732|2|23224
100646|252963|8|7|9170|252963|2|9150
100646|253576|3|3|46|253576|3|1
100646|254464|3|3|87|254464|2|1
100646|255807|3|3|59|255807|3|1
100646|256642|3|3|1271|256642|2|1
100646|344379|7|5|98|344379|1|1
100654|255782|13|10|49169|255782|1|27372
100655|275415|2|2|41|275415|1|1
100657|275393|5|5|383|275393|1|1
100657|286853|17|11|2802|286853|9|1
100657|286861|3|3|46|286861|6|1
100657|286919|3|3|38|286919|2|1
100657|286941|3|3|55|286941|4|1
100657|286951|20|12|34610|286951|11|35329
100657|286966|4|4|1220|286966|2|1
100657|286968|19|11|17742|286968|12|1
100657|286991|6|6|2134|286991|1|2115
100657|287003|6|4|5899|287003|9|1
100657|287019|3|3|28|287019|1|1
100657|287047|4|4|34|287047|2|1
100657|287050|4|4|29|287050|1|1
100657|287055|17|8|13735|287055|7|1
100657|287127|7|5|11984|287127|6|1
100657|287150|4|3|1195|287150|2|1
100657|287151|7|4|3185|287151|3|3165
100657|287262|4|4|1062|287262|3|1
100657|287300|4|4|42|287300|1|1
100657|287357|3|3|33|287357|1|627
100657|287359|4|4|33|287359|1|1
100657|287373|3|3|29|287373|1|1
100657|287466|6|4|10273|287466|5|1
100657|287559|7|5|1552|287559|6|1
100657|287578|10|3|6557|287578|10|1
100657|287597|10|6|3738|287597|6|1
100657|287620|7|6|1951|287620|1|1
100657|287626|12|8|1576|287626|2|1556
100657|287629|4|4|30|287629|2|1
100657|287632|15|10|2407|287632|2|2387
100657|287652|5|4|1254|287652|3|1
100657|287679|16|7|8334|287679|10|1
100657|287697|9|6|2266|287697|5|1
100657|287711|5|5|884|287711|2|1
100657|287794|8|5|4071|287794|8|1
100657|288015|5|5|1504|288015|1|1484
100657|288086|6|5|786|288086|2|766
100657|288235|7|4|206|288235|2|1
100657|288318|5|4|2917|288318|2|2897
100657|288334|5|5|1245|288334|1|1225
100657|288418|4|4|57|288418|1|1
100657|288442|7|6|4000|288442|2|3980
100657|288470|6|6|2242|288470|2|2222
100657|288490|10|10|11056|288490|7|1
100657|288644|8|8|8100|288644|5|1
100657|288671|5|5|1095|288671|2|1
100657|288760|5|5|1174|288760|1|1154
100657|288770|8|8|5466|288770|4|1
100657|288820|6|6|2011|288820|3|4099
100657|288925|15|13|12829|288925|10|1
100657|289108|4|4|43|289108|1|1
100657|289152|9|9|8110|289152|5|8090
100657|289184|8|8|2689|289184|3|1
100657|289189|7|7|1740|289189|2|1720
100657|289192|10|7|2131|289192|1|2111
100657|289206|4|4|42|289206|1|1
100657|289231|15|13|14932|289231|9|1
100657|289525|11|11|13850|289525|7|13830
100657|289650|7|7|3561|289650|3|3541
100657|289760|5|5|1328|289760|2|1
100657|289899|7|7|5003|289899|4|1
100657|290011|14|12|3162|290011|2|1
100657|290049|4|4|41|290049|1|1
100657|290625|5|5|3453|290625|2|1
100657|290801|6|6|2084|290801|3|1
100657|290890|9|9|8897|290890|6|1
100657|290921|5|4|1665|290921|1|1
100657|290982|13|11|10949|290982|8|1
100657|291014|4|4|31|291014|1|1
100657|291018|6|6|1183|291018|1|1163
100657|291109|8|8|2660|291109|4|1
100657|291121|4|4|44|291121|1|1
100657|291209|5|5|1996|291209|1|1976
100657|291314|4|4|65|291314|1|1
100657|291316|6|6|3262|291316|2|3242
100657|291448|10|8|5885|291448|4|5865
100657|291479|8|7|3574|291479|3|1
100657|291526|6|5|83|291526|1|1
100657|291614|4|4|56|291614|1|1
100657|291756|3|3|32|291756|1|1
100657|291758|9|9|8806|291758|6|1
100657|292899|3|3|47|292899|3|1
100657|373363|2|2|23|373363|1|1
100657|373673|6|5|1919|373673|4|1899
100657|373899|5|4|1745|373899|2|1725
100657|373977|3|3|35|373977|1|1
100657|374014|3|3|28|374014|1|1
100657|374089|8|8|4767|374089|5|4747
100657|374275|6|6|3550|374275|5|1
100657|374436|3|3|40|374436|1|1
100657|374460|4|4|33|374460|3|1
100657|374469|3|3|29|374469|1|1
100657|375751|8|6|1435|375751|2|1
100657|375762|10|9|1014|375762|6|1
100657|376141|6|4|1352|376141|1|1
100657|376188|3|3|1285|376188|4|1
100657|376338|3|3|30|376338|1|1
100657|376564|4|4|39|376564|1|1
100657|376681|3|3|102|376681|2|1
100657|377138|9|8|7053|377138|2|7034
100657|377472|4|3|1571|377472|2|1
100657|377606|5|5|3581|377606|5|1
100657|377739|9|6|8709|377739|4|8689
100657|377935|17|17|3555|377935|3|3535
100657|377994|4|4|26|377994|2|1
100657|377997|18|14|7641|377997|5|7621
100657|378028|10|9|3636|378028|4|1
100657|378123|7|6|5128|378123|8|1
100657|378257|6|6|7474|378257|3|7454
100657|378393|11|7|4676|378393|6|4656
100657|378565|15|9|5769|378565|7|5749
100657|378792|9|6|6356|378792|7|1
100657|378806|7|5|4759|378806|4|1
100657|379039|11|8|7689|379039|7|7669
100657|379460|10|7|11421|379460|10|11401
100657|379923|16|9|4748|379923|9|1
100657|475690|5|4|6999|475690|1|6979
100660|326799|4|4|178|326799|1|1
100660|327857|4|3|1255|327857|2|1
100660|327939|4|4|2824|327939|2|1
100660|328025|6|4|481|328025|3|1
100660|328503|81|22|11769|328503|3|1
100660|328622|5|4|1955|328622|1|1
100660|329042|3|3|44|329042|1|1
100660|329046|3|2|33|329046|1|1
100660|329708|14|12|9527|329708|2|14988
100660|340801|9|6|642|340801|3|1
100660|341316|39|19|6876|341316|10|1
100660|341784|13|9|10631|341784|5|1
100660|342430|11|5|2545|342430|2|1
100660|343440|24|10|2829|343440|6|1
100660|344243|16|10|8480|344243|36|1
100660|344301|3|3|845|344301|2|1
100660|344339|4|4|5850|344339|4|1
100660|344422|17|12|7138|344422|7|1
100660|344603|16|8|26297|344603|5|1
100660|344629|36|14|10003|344629|54|1
100660|344755|3|3|126|344755|5|1
100660|344791|6|5|10882|344791|21|1
100660|344820|4|4|29|344820|19|1
100660|344836|6|5|320|344836|20|1
100660|344837|11|9|1204|344837|10|1
100660|344843|5|4|42|344843|4|1
100660|344859|19|14|23744|344859|22|1
100660|542820|18|10|79034|542820|2|79014
100660|543055|5|5|44|543055|1|1
100660|551656|5|4|2367|551656|1|2349
100660|551672|2|2|25|551672|2|38882
100660|551771|5|4|38|551771|1|1
100660|553042|13|8|1056|553042|1|80259
100660|553044|15|7|11349|553044|6|1
100660|553080|5|3|1490|553080|1|1
100660|554266|28|13|2233|554266|1|1
100660|558428|29|10|86421|558428|5|1
100660|562129|35|11|8633|562129|4|1
