user_id|session_id|link_count|unique_link_count|session_duration_in_s|vid_count|unique_vid_count|total_vid_view
95|246274|8|7|258|246274|1|239
95|246477|12|7|401|246477|6|382
95|247830|35|5|2850|247830|23|1
95|247943|2|2|26|247943|1|1
95|247945|7|4|69|247945|1|1
95|248002|2|2|25|248002|1|1
95|248028|4|3|378|248028|2|1
95|248252|5|5|68|248252|1|1
95|248497|23|5|1210|248497|19|1
95|248608|4|3|7865|248608|5|1
95|248640|5|4|2637|248640|3|1
95|248674|85|21|4504|248674|43|1
95|248698|2|2|43|248698|6|1
95|251137|4|2|32|251137|1|1
95|251138|8|4|129|251138|3|110
95|258439|5|5|59|258439|1|1
95|264593|9|7|2222|264593|5|2202
95|264627|79|32|1680|264627|24|1
95|264668|17|11|1917|264668|12|1
95|295544|13|7|536|295544|1|1
95|500910|2|2|25|500910|1|1
95|500921|4|3|738|500921|1|1
95|500970|5|4|4580|500970|3|1
95|501459|8|4|2863|501459|3|1
95|503951|8|4|1133|503951|1|1
98|228797|68|44|3400|228797|29|1
98|228853|235|206|12662|228853|65|1
98|229014|46|17|5359|229014|2|5339
98|229063|52|29|8253|229063|6|1
98|229093|239|94|9588|229093|6|1
98|229168|13|10|250|229168|4|1
98|229215|9|9|556|229215|1|1
98|230721|46|21|8465|230721|3|1
98|231395|144|72|16143|231395|1|16123
98|231845|6|3|1334|231845|1|1
98|231859|28|23|1402|231859|1|1
98|231878|47|21|8931|231878|28|1
98|231963|18|14|2793|231963|20|1
98|231976|36|25|4062|231976|8|12347
98|232016|8|8|1365|232016|5|7871
98|232030|85|40|13455|232030|11|1
98|232096|26|16|1516|232096|3|1
98|232116|27|15|1418|232116|5|1398
98|232127|21|11|3373|232127|9|1
98|232198|44|26|8035|232198|22|1
98|232247|44|28|15251|232247|6|1
98|232423|102|53|34070|232423|17|34052
98|232714|17|12|5604|232714|2|1
98|232737|18|16|7859|232737|1|7839
98|233172|57|38|5205|233172|2|5355
98|233189|120|72|25752|233189|5|25732
98|233372|201|76|36526|233372|7|36506
98|233597|150|93|36790|233597|1|36773
98|234548|34|16|2807|234548|2|2787
98|238316|3|3|36|238316|1|16
98|249701|47|31|3915|249701|43|3895
99|318947|34|8|8498|318947|3|8881
100|228414|5|4|109|228414|1|89
100|228795|16|4|1209|228795|3|1
100|229388|3|3|31|229388|1|1
100|229558|10|9|693|229558|3|1
100|232141|16|7|2033|232141|4|2013
100|232453|37|18|24416|232453|1|24397
100|233224|30|19|11800|233224|9|11781
100|233710|9|7|84|233710|2|64
100|234651|21|11|3998|234651|6|3978
100|234890|25|15|2679|234890|15|2659
100|235269|18|7|9875|235269|3|1
100|235739|62|25|812|235739|1|1
100|235806|30|21|2147|235806|22|1
100|235835|5|4|497|235835|1|478
100|235918|107|45|7893|235918|92|14034
100|237316|3|3|56|237316|1|1
100|238087|5|4|427|238087|3|498
100|238089|13|12|1905|238089|2|1
100|238092|6|6|69|238092|3|50
100|238625|10|9|715|238625|6|695
100|239807|3|3|14939|239807|1|14920
100|239914|4|4|1821|239914|3|1
100|240121|6|5|408|240121|1|388
100|240471|5|4|470|240471|19|450
100|240914|11|9|16243|240914|7|21697
100|241018|4|4|77|241018|6|1
100|241306|20|5|10761|241306|2|10742
100|241749|4|4|57|241749|3|37
100|242009|3|3|38|242009|2|1
100|242012|6|3|1534|242012|5|1
100|242019|7|4|927|242019|3|1
100|243964|3|3|119|243964|1|99
100|244766|8|5|508|244766|1|488
100|244775|38|10|2329|244775|1|3080
100|244786|9|3|2917|244786|1|2897
100|244798|12|8|192|244798|2|172
100|244866|37|12|36608|244866|2|1
100|245865|39|13|3639|245865|1|3619
100|246137|5|5|12436|246137|4|12416
100|249109|8|7|891|249109|2|872
100|249539|4|3|39|249539|1|1
100|256857|4|4|53|256857|1|1
100|257059|2|2|55|257059|1|1
100|258313|7|3|8152|258313|1|1
100|258959|12|9|10242|258959|1|10222
100|259414|4|3|146|259414|1|1
100|259945|3|3|13392|259945|4|13372
100|260058|2|2|32|260058|4|1
100|260152|3|3|617|260152|2|598
100|260220|3|2|33|260220|1|1
100|265445|3|3|566|265445|1|547
100|269972|3|3|172|269972|1|152
100|274256|3|3|56|274256|1|36
100|280357|7|4|1156|280357|2|1
100|283606|3|3|198|283606|1|179
100|283611|4|4|166|283611|2|146
100|304766|2|2|81|304766|1|1
100|312459|2|2|31|312459|3|1
100|312500|2|2|32|312500|2|1
100|312699|3|2|3022|312699|3|1
100|323247|3|3|38|323247|1|18
